t_ms,side,layer,event,rtt_ms_est,latency_ms,jitter_ms,loss_rate,reorder_rate,goodput_bps,snr_db_est,ber,per,cfo_hz_est,lock_ratio,hs_time_ms,rekey_ms,aead_fail_cnt
780,L,audioblock,rx,,0.000000,,,,,,,,,,,,
790,R,audioblock,rx,,,,,,,inf,,,,,,,
790,L,audioblock,tx,120.000000,,,,,,,,,,,,,
790,R,audioblock,rx,,0.000000,,,,,,,,,,,,
790,L,audioblock,rx,,,,,,,inf,,,,,,,
790,R,audioblock,tx,120.000000,,,,,,,,,,,,,
790,L,audioblock,rx,,0.000000,,,,,,,,,,,,
800,R,audioblock,rx,,,,,,,inf,,,,,,,
800,L,audioblock,tx,120.000000,,,,,,,,,,,,,
800,R,audioblock,rx,,0.000000,,,,,,,,,,,,
800,L,audioblock,rx,,,,,,,inf,,,,,,,
800,R,audioblock,tx,120.000000,,,,,,,,,,,,,
800,L,audioblock,rx,,0.000000,,,,,,,,,,,,
810,R,audioblock,rx,,,,,,,inf,,,,,,,
810,L,audioblock,tx,120.000000,,,,,,,,,,,,,
810,R,audioblock,rx,,0.000000,,,,,,,,,,,,
810,L,audioblock,rx,,,,,,,inf,,,,,,,
810,R,audioblock,tx,120.000000,,,,,,,,,,,,,
810,L,audioblock,rx,,0.000000,,,,,,,,,,,,
820,R,audioblock,rx,,,,,,,inf,,,,,,,
820,L,audioblock,tx,120.000000,,,,,,,,,,,,,
820,R,audioblock,rx,,0.000000,,,,,,,,,,,,
820,L,audioblock,rx,,,,,,,inf,,,,,,,
820,R,audioblock,tx,120.000000,,,,,,,,,,,,,
820,L,audioblock,rx,,0.000000,,,,,,,,,,,,
830,R,audioblock,rx,,,,,,,inf,,,,,,,
830,L,audioblock,tx,120.000000,,,,,,,,,,,,,
830,R,audioblock,rx,,0.000000,,,,,,,,,,,,
830,L,audioblock,rx,,,,,,,inf,,,,,,,
830,R,audioblock,tx,120.000000,,,,,,,,,,,,,
830,L,audioblock,rx,,0.000000,,,,,,,,,,,,
840,R,audioblock,rx,,,,,,,inf,,,,,,,
840,L,audioblock,tx,120.000000,,,,,,,,,,,,,
840,R,audioblock,rx,,0.000000,,,,,,,,,,,,
840,L,audioblock,rx,,,,,,,inf,,,,,,,
840,R,audioblock,tx,120.000000,,,,,,,,,,,,,
840,L,audioblock,rx,,0.000000,,,,,,,,,,,,
850,R,audioblock,rx,,,,,,,inf,,,,,,,
850,L,audioblock,tx,120.000000,,,,,,,,,,,,,
850,R,audioblock,rx,,0.000000,,,,,,,,,,,,
850,L,audioblock,rx,,,,,,,inf,,,,,,,
850,R,audioblock,tx,120.000000,,,,,,,,,,,,,
850,L,audioblock,rx,,0.000000,,,,,,,,,,,,
860,R,audioblock,rx,,,,,,,inf,,,,,,,
860,L,audioblock,tx,120.000000,,,,,,,,,,,,,
860,R,audioblock,rx,,0.000000,,,,,,,,,,,,
860,L,audioblock,rx,,,,,,,inf,,,,,,,
860,R,audioblock,tx,120.000000,,,,,,,,,,,,,
860,L,audioblock,rx,,0.000000,,,,,,,,,,,,
870,R,audioblock,rx,,,,,,,inf,,,,,,,
870,L,audioblock,tx,120.000000,,,,,,,,,,,,,
870,R,audioblock,rx,,0.000000,,,,,,,,,,,,
870,L,audioblock,rx,,,,,,,inf,,,,,,,
870,R,audioblock,tx,120.000000,,,,,,,,,,,,,
870,L,audioblock,rx,,0.000000,,,,,,,,,,,,
880,R,audioblock,rx,,,,,,,inf,,,,,,,
880,L,audioblock,tx,120.000000,,,,,,,,,,,,,
880,R,audioblock,rx,,0.000000,,,,,,,,,,,,
880,L,audioblock,rx,,,,,,,inf,,,,,,,
880,R,audioblock,tx,120.000000,,,,,,,,,,,,,
880,L,audioblock,rx,,0.000000,,,,,,,,,,,,
890,R,audioblock,rx,,,,,,,inf,,,,,,,
890,L,audioblock,tx,120.000000,,,,,,,,,,,,,
890,R,audioblock,rx,,0.000000,,,,,,,,,,,,
890,L,audioblock,rx,,,,,,,inf,,,,,,,
890,R,audioblock,tx,120.000000,,,,,,,,,,,,,
890,L,audioblock,rx,,0.000000,,,,,,,,,,,,
900,R,audioblock,rx,,,,,,,inf,,,,,,,
900,L,audioblock,tx,120.000000,,,,,,,,,,,,,
900,R,audioblock,rx,,0.000000,,,,,,,,,,,,
900,L,audioblock,rx,,,,,,,inf,,,,,,,
900,R,audioblock,tx,120.000000,,,,,,,,,,,,,
900,L,audioblock,rx,,0.000000,,,,,,,,,,,,
910,R,audioblock,rx,,,,,,,inf,,,,,,,
910,L,audioblock,tx,120.000000,,,,,,,,,,,,,
910,R,audioblock,rx,,0.000000,,,,,,,,,,,,
910,L,audioblock,rx,,,,,,,inf,,,,,,,
910,R,audioblock,tx,120.000000,,,,,,,,,,,,,
910,L,audioblock,rx,,0.000000,,,,,,,,,,,,
920,R,audioblock,rx,,,,,,,inf,,,,,,,
920,L,audioblock,tx,120.000000,,,,,,,,,,,,,
920,R,audioblock,rx,,0.000000,,,,,,,,,,,,
920,L,audioblock,rx,,,,,,,inf,,,,,,,
920,R,audioblock,tx,120.000000,,,,,,,,,,,,,
920,L,audioblock,rx,,0.000000,,,,,,,,,,,,
930,R,audioblock,rx,,,,,,,inf,,,,,,,
930,L,audioblock,tx,120.000000,,,,,,,,,,,,,
930,R,audioblock,rx,,0.000000,,,,,,,,,,,,
930,L,audioblock,rx,,,,,,,inf,,,,,,,
930,R,audioblock,tx,120.000000,,,,,,,,,,,,,
930,L,audioblock,rx,,0.000000,,,,,,,,,,,,
940,R,audioblock,rx,,,,,,,inf,,,,,,,
940,L,audioblock,tx,120.000000,,,,,,,,,,,,,
940,R,audioblock,rx,,0.000000,,,,,,,,,,,,
940,L,audioblock,rx,,,,,,,inf,,,,,,,
940,R,audioblock,tx,120.000000,,,,,,,,,,,,,
940,L,audioblock,rx,,0.000000,,,,,,,,,,,,
950,R,audioblock,rx,,,,,,,inf,,,,,,,
950,L,audioblock,tx,120.000000,,,,,,,,,,,,,
950,R,audioblock,rx,,0.000000,,,,,,,,,,,,
950,L,audioblock,rx,,,,,,,inf,,,,,,,
950,R,audioblock,tx,120.000000,,,,,,,,,,,,,
950,L,audioblock,rx,,0.000000,,,,,,,,,,,,
960,R,audioblock,rx,,,,,,,inf,,,,,,,
960,L,audioblock,tx,120.000000,,,,,,,,,,,,,
960,R,audioblock,rx,,0.000000,,,,,,,,,,,,
960,L,audioblock,rx,,,,,,,inf,,,,,,,
960,R,audioblock,tx,120.000000,,,,,,,,,,,,,
960,L,audioblock,rx,,0.000000,,,,,,,,,,,,
970,R,audioblock,rx,,,,,,,inf,,,,,,,
970,L,audioblock,tx,120.000000,,,,,,,,,,,,,
970,R,audioblock,rx,,0.000000,,,,,,,,,,,,
970,L,audioblock,rx,,,,,,,inf,,,,,,,
970,R,audioblock,tx,120.000000,,,,,,,,,,,,,
970,L,audioblock,rx,,0.000000,,,,,,,,,,,,
980,R,audioblock,rx,,,,,,,inf,,,,,,,
980,L,audioblock,tx,120.000000,,,,,,,,,,,,,
980,R,audioblock,rx,,0.000000,,,,,,,,,,,,
980,L,audioblock,rx,,,,,,,inf,,,,,,,
980,R,audioblock,tx,120.000000,,,,,,,,,,,,,
980,L,audioblock,rx,,0.000000,,,,,,,,,,,,
990,R,audioblock,rx,,,,,,,inf,,,,,,,
990,L,audioblock,tx,120.000000,,,,,,,,,,,,,
990,R,audioblock,rx,,0.000000,,,,,,,,,,,,
990,L,audioblock,rx,,,,,,,inf,,,,,,,
990,R,audioblock,tx,120.000000,,,,,,,,,,,,,
990,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1000,R,audioblock,rx,,,,,,,inf,,,,,,,
1000,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1000,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1000,L,audioblock,rx,,,,,,,inf,,,,,,,
1000,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1000,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1010,R,audioblock,rx,,,,,,,inf,,,,,,,
1010,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1010,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1010,L,audioblock,rx,,,,,,,inf,,,,,,,
1010,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1010,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1020,R,audioblock,rx,,,,,,,inf,,,,,,,
1020,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1020,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1020,L,audioblock,rx,,,,,,,inf,,,,,,,
1020,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1020,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1030,R,audioblock,rx,,,,,,,inf,,,,,,,
1030,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1030,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1030,L,audioblock,rx,,,,,,,inf,,,,,,,
1030,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1030,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1040,R,audioblock,rx,,,,,,,inf,,,,,,,
1040,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1040,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1040,L,audioblock,rx,,,,,,,inf,,,,,,,
1040,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1040,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1050,R,audioblock,rx,,,,,,,inf,,,,,,,
1050,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1050,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1050,L,audioblock,rx,,,,,,,inf,,,,,,,
1050,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1050,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1060,R,audioblock,rx,,,,,,,inf,,,,,,,
1060,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1060,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1060,L,audioblock,rx,,,,,,,inf,,,,,,,
1060,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1060,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1070,R,audioblock,rx,,,,,,,inf,,,,,,,
1070,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1070,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1070,L,audioblock,rx,,,,,,,inf,,,,,,,
1070,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1070,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1080,R,audioblock,rx,,,,,,,inf,,,,,,,
1080,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1080,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1080,L,audioblock,rx,,,,,,,inf,,,,,,,
1080,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1080,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1090,R,audioblock,rx,,,,,,,inf,,,,,,,
1090,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1090,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1090,L,audioblock,rx,,,,,,,inf,,,,,,,
1090,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1090,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1100,R,audioblock,rx,,,,,,,inf,,,,,,,
1100,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1100,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1100,L,audioblock,rx,,,,,,,inf,,,,,,,
1100,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1100,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1110,R,audioblock,rx,,,,,,,inf,,,,,,,
1110,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1110,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1110,L,audioblock,rx,,,,,,,inf,,,,,,,
1110,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1110,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1120,R,audioblock,rx,,,,,,,inf,,,,,,,
1120,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1120,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1120,L,audioblock,rx,,,,,,,inf,,,,,,,
1120,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1120,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1130,R,audioblock,rx,,,,,,,inf,,,,,,,
1130,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1130,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1130,L,audioblock,rx,,,,,,,inf,,,,,,,
1130,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1130,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1140,R,audioblock,rx,,,,,,,inf,,,,,,,
1140,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1140,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1140,L,audioblock,rx,,,,,,,inf,,,,,,,
1140,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1140,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1150,R,audioblock,rx,,,,,,,inf,,,,,,,
1150,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1150,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1150,L,audioblock,rx,,,,,,,inf,,,,,,,
1150,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1150,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1160,R,audioblock,rx,,,,,,,inf,,,,,,,
1160,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1160,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1160,L,audioblock,rx,,,,,,,inf,,,,,,,
1160,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1160,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1170,R,audioblock,rx,,,,,,,inf,,,,,,,
1170,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1170,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1170,L,audioblock,rx,,,,,,,inf,,,,,,,
1170,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1170,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1180,R,audioblock,rx,,,,,,,inf,,,,,,,
1180,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1180,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1180,L,audioblock,rx,,,,,,,inf,,,,,,,
1180,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1180,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1190,R,audioblock,rx,,,,,,,inf,,,,,,,
1190,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1190,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1190,L,audioblock,rx,,,,,,,inf,,,,,,,
1190,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1190,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1200,R,audioblock,rx,,,,,,,inf,,,,,,,
1200,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1200,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1200,L,audioblock,rx,,,,,,,inf,,,,,,,
1200,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1200,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1210,R,audioblock,rx,,,,,,,inf,,,,,,,
1210,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1210,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1210,L,audioblock,rx,,,,,,,inf,,,,,,,
1210,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1210,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1220,R,audioblock,rx,,,,,,,inf,,,,,,,
1220,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1220,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1220,L,audioblock,rx,,,,,,,inf,,,,,,,
1220,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1220,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1230,R,audioblock,rx,,,,,,,inf,,,,,,,
1230,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1230,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1230,L,audioblock,rx,,,,,,,inf,,,,,,,
1230,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1230,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1240,R,audioblock,rx,,,,,,,inf,,,,,,,
1240,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1240,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1240,L,audioblock,rx,,,,,,,inf,,,,,,,
1240,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1240,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1250,R,audioblock,rx,,,,,,,inf,,,,,,,
1250,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1250,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1250,L,audioblock,rx,,,,,,,inf,,,,,,,
1250,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1250,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1260,R,audioblock,rx,,,,,,,inf,,,,,,,
1260,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1260,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1260,L,audioblock,rx,,,,,,,inf,,,,,,,
1260,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1260,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1270,R,audioblock,rx,,,,,,,inf,,,,,,,
1270,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1270,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1270,L,audioblock,rx,,,,,,,inf,,,,,,,
1270,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1270,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1280,R,audioblock,rx,,,,,,,inf,,,,,,,
1280,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1280,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1280,L,audioblock,rx,,,,,,,inf,,,,,,,
1280,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1280,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1290,R,audioblock,rx,,,,,,,inf,,,,,,,
1290,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1290,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1290,L,audioblock,rx,,,,,,,inf,,,,,,,
1290,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1290,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1300,R,audioblock,rx,,,,,,,inf,,,,,,,
1300,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1300,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1300,L,audioblock,rx,,,,,,,inf,,,,,,,
1300,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1300,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1310,R,audioblock,rx,,,,,,,inf,,,,,,,
1310,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1310,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1310,L,audioblock,rx,,,,,,,inf,,,,,,,
1310,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1310,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1320,R,audioblock,rx,,,,,,,inf,,,,,,,
1320,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1320,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1320,L,audioblock,rx,,,,,,,inf,,,,,,,
1320,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1320,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1330,R,audioblock,rx,,,,,,,inf,,,,,,,
1330,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1330,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1330,L,audioblock,rx,,,,,,,inf,,,,,,,
1330,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1330,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1340,R,audioblock,rx,,,,,,,inf,,,,,,,
1340,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1340,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1340,L,audioblock,rx,,,,,,,inf,,,,,,,
1340,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1340,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1350,R,audioblock,rx,,,,,,,inf,,,,,,,
1350,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1350,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1350,L,audioblock,rx,,,,,,,inf,,,,,,,
1350,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1350,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1360,R,audioblock,rx,,,,,,,inf,,,,,,,
1360,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1360,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1360,L,audioblock,rx,,,,,,,inf,,,,,,,
1360,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1360,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1370,R,audioblock,rx,,,,,,,inf,,,,,,,
1370,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1370,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1370,L,audioblock,rx,,,,,,,inf,,,,,,,
1370,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1370,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1380,R,audioblock,rx,,,,,,,inf,,,,,,,
1380,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1380,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1380,L,audioblock,rx,,,,,,,inf,,,,,,,
1380,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1380,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1390,R,audioblock,rx,,,,,,,inf,,,,,,,
1390,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1390,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1390,L,audioblock,rx,,,,,,,inf,,,,,,,
1390,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1390,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1400,R,audioblock,rx,,,,,,,inf,,,,,,,
1400,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1400,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1400,L,audioblock,rx,,,,,,,inf,,,,,,,
1400,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1400,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1410,R,audioblock,rx,,,,,,,inf,,,,,,,
1410,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1410,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1410,L,audioblock,rx,,,,,,,inf,,,,,,,
1410,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1410,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1420,R,audioblock,rx,,,,,,,inf,,,,,,,
1420,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1420,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1420,L,audioblock,rx,,,,,,,inf,,,,,,,
1420,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1420,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1430,R,audioblock,rx,,,,,,,inf,,,,,,,
1430,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1430,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1430,L,audioblock,rx,,,,,,,inf,,,,,,,
1430,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1430,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1440,R,audioblock,rx,,,,,,,inf,,,,,,,
1440,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1440,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1440,L,audioblock,rx,,,,,,,inf,,,,,,,
1440,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1440,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1450,R,audioblock,rx,,,,,,,inf,,,,,,,
1450,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1450,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1450,L,audioblock,rx,,,,,,,inf,,,,,,,
1450,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1450,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1460,R,audioblock,rx,,,,,,,inf,,,,,,,
1460,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1460,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1460,L,audioblock,rx,,,,,,,inf,,,,,,,
1460,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1460,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1470,R,audioblock,rx,,,,,,,inf,,,,,,,
1470,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1470,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1470,L,audioblock,rx,,,,,,,inf,,,,,,,
1470,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1470,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1480,R,audioblock,rx,,,,,,,inf,,,,,,,
1480,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1480,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1480,L,audioblock,rx,,,,,,,inf,,,,,,,
1480,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1480,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1490,R,audioblock,rx,,,,,,,inf,,,,,,,
1490,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1490,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1490,L,audioblock,rx,,,,,,,inf,,,,,,,
1490,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1490,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1500,R,audioblock,rx,,,,,,,inf,,,,,,,
1500,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1500,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1500,L,audioblock,rx,,,,,,,inf,,,,,,,
1500,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1500,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1510,R,audioblock,rx,,,,,,,inf,,,,,,,
1510,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1510,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1510,L,audioblock,rx,,,,,,,inf,,,,,,,
1510,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1510,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1520,R,audioblock,rx,,,,,,,inf,,,,,,,
1520,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1520,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1520,L,audioblock,rx,,,,,,,inf,,,,,,,
1520,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1520,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1530,R,audioblock,rx,,,,,,,inf,,,,,,,
1530,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1530,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1530,L,audioblock,rx,,,,,,,inf,,,,,,,
1530,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1530,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1540,R,audioblock,rx,,,,,,,inf,,,,,,,
1540,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1540,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1540,L,audioblock,rx,,,,,,,inf,,,,,,,
1540,R,audioblock,tx,120.000000,,,,,,,,,,,,,
1540,L,audioblock,rx,,0.000000,,,,,,,,,,,,
1550,R,audioblock,rx,,,,,,,inf,,,,,,,
1550,L,audioblock,tx,120.000000,,,,,,,,,,,,,
1550,R,audioblock,rx,,0.000000,,,,,,,,,,,,
1550,L,audioblock,rx,,,,,,,inf,,,,,,,
1550,R,audioblock,tx,120.000000,,,,,,,,,,,,,
