t_ms,side,layer,event,rtt_ms_est,latency_ms,jitter_ms,loss_rate,reorder_rate,goodput_bps,snr_db_est,ber,per,cfo_hz_est,lock_ratio,hs_time_ms,rekey_ms,aead_fail_cnt
4870,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4880,R,audioblock,rx,,,,,,,inf,,,,,,,
4880,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4880,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4880,L,audioblock,rx,,,,,,,inf,,,,,,,
4880,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4880,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4890,R,audioblock,rx,,,,,,,inf,,,,,,,
4890,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4890,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4890,L,audioblock,rx,,,,,,,inf,,,,,,,
4890,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4890,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4900,R,audioblock,rx,,,,,,,inf,,,,,,,
4900,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4900,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4900,L,audioblock,rx,,,,,,,inf,,,,,,,
4900,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4900,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4910,R,audioblock,rx,,,,,,,inf,,,,,,,
4910,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4910,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4910,L,audioblock,rx,,,,,,,inf,,,,,,,
4910,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4910,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4920,R,audioblock,rx,,,,,,,inf,,,,,,,
4920,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4920,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4920,L,audioblock,rx,,,,,,,inf,,,,,,,
4920,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4920,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4930,R,audioblock,rx,,,,,,,inf,,,,,,,
4930,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4930,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4930,L,audioblock,rx,,,,,,,inf,,,,,,,
4930,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4930,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4940,R,audioblock,rx,,,,,,,inf,,,,,,,
4940,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4940,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4940,L,audioblock,rx,,,,,,,inf,,,,,,,
4940,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4940,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4950,R,audioblock,rx,,,,,,,inf,,,,,,,
4950,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4950,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4950,L,audioblock,rx,,,,,,,inf,,,,,,,
4950,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4950,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4960,R,audioblock,rx,,,,,,,inf,,,,,,,
4960,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4960,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4960,L,audioblock,rx,,,,,,,inf,,,,,,,
4960,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4960,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4970,R,audioblock,rx,,,,,,,inf,,,,,,,
4970,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4970,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4970,L,audioblock,rx,,,,,,,inf,,,,,,,
4970,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4970,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4980,R,audioblock,rx,,,,,,,inf,,,,,,,
4980,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4980,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4980,L,audioblock,rx,,,,,,,inf,,,,,,,
4980,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4980,L,audioblock,rx,,0.000000,,,,,,,,,,,,
4990,R,audioblock,rx,,,,,,,inf,,,,,,,
4990,L,audioblock,tx,120.000000,,,,,,,,,,,,,
4990,R,audioblock,rx,,0.000000,,,,,,,,,,,,
4990,L,audioblock,rx,,,,,,,inf,,,,,,,
4990,R,audioblock,tx,120.000000,,,,,,,,,,,,,
4990,L,audioblock,rx,,0.000000,,,,,,,,,,,,
5000,R,audioblock,rx,,,,,,,inf,,,,,,,
5000,L,audioblock,tx,120.000000,,,,,,,,,,,,,
5000,R,audioblock,rx,,0.000000,,,,,,,,,,,,
5000,L,audioblock,rx,,,,,,,inf,,,,,,,
5000,R,audioblock,tx,120.000000,,,,,,,,,,,,,
5000,L,audioblock,rx,,0.000000,,,,,,,,,,,,
